"날짜","현재가","오픈","고가","저가","거래량","변동 %"
"2015년 07월 12일","40,850","40,850","40,850","40,850","3.13K","0.00%"
"2015년 07월 10일","40,850","41,250","41,300","40,350","2.73M","-0.24%"
"2015년 07월 09일","40,950","40,400","41,050","39,600","3.01M","0.12%"
"2015년 07월 08일","40,900","41,100","41,300","40,750","3.32M","-1.09%"
"2015년 07월 07일","41,350","41,200","41,850","41,000","3.17M","1.47%"
"2015년 07월 06일","40,750","42,000","42,050","40,350","4.52M","-4.45%"
"2015년 07월 05일","42,650","42,650","42,650","42,650","0.83K","0.00%"
"2015년 07월 03일","42,650","42,700","43,100","42,200","2.87M","1.31%"
"2015년 07월 02일","42,100","43,000","43,000","42,000","2.57M","-1.64%"
"2015년 07월 01일","42,800","42,800","43,200","42,250","2.12M","1.18%"
"2015년 06월 30일","42,300","42,650","42,800","41,950","2.58M","-0.70%"
"2015년 06월 29일","42,600","41,000","43,050","40,600","4.89M","1.43%"
"2015년 06월 28일","42,000","42,000","42,000","42,000","0.48K","0.00%"
"2015년 06월 26일","42,000","41,550","42,250","41,550","7.88M","-2.55%"
"2015년 06월 25일","43,100","43,100","43,400","42,800","3.23M","-0.58%"
"2015년 06월 24일","43,350","44,250","44,250","43,150","2.68M","-1.81%"
"2015년 06월 23일","44,150","44,350","44,600","44,000","2.67M","0.68%"
"2015년 06월 22일","43,850","43,800","44,150","43,550","2.55M","0.69%"
"2015년 06월 21일","43,550","43,550","43,550","43,550","0.25K","0.00%"
"2015년 06월 19일","43,550","44,350","44,550","43,500","3.65M","-1.69%"
"2015년 06월 18일","44,300","44,900","44,950","44,300","2.22M","-1.45%"
"2015년 06월 17일","44,950","44,250","45,250","44,250","3.44M","1.70%"
"2015년 06월 16일","44,200","45,250","45,300","44,200","6.06M","-4.23%"
"2015년 06월 15일","46,150","46,550","47,100","46,050","1.77M","-0.86%"
"2015년 06월 14일","46,550","46,550","46,550","46,550","8.55K","0.00%"
"2015년 06월 12일","46,550","47,750","47,800","46,450","2.30M","-1.17%"
"2015년 06월 11일","47,100","47,800","47,900","47,050","2.69M","-0.84%"
"2015년 06월 10일","47,500","48,000","48,000","47,500","2.64M","-1.04%"
"2015년 06월 09일","48,000","47,750","48,300","47,200","2.17M","-0.10%"
"2015년 06월 08일","48,050","48,600","48,800","48,000","1.95M","-2.04%"
"2015년 06월 07일","49,050","49,050","49,050","49,050","2.58K","0.00%"
"2015년 06월 05일","49,050","48,300","49,550","48,150","2.13M","1.55%"
"2015년 06월 04일","48,300","49,500","49,600","48,100","3.25M","-3.01%"
"2015년 06월 03일","49,800","51,000","51,700","49,600","2.72M","-2.73%"
"2015년 06월 02일","51,200","50,700","51,500","50,300","2.16M","1.19%"
"2015년 06월 01일","50,600","50,600","50,900","49,550","2.62M","-0.98%"
"2015년 05월 29일","51,100","49,350","51,300","49,200","6.42M","2.92%"
"2015년 05월 28일","49,650","49,450","50,000","49,150","5.49M","2.48%"
"2015년 05월 27일","48,450","48,000","48,800","47,500","3.42M","0.94%"
"2015년 05월 26일","48,000","48,500","49,150","47,800","3.57M","0.31%"
"2015년 05월 25일","47,850","47,850","47,850","47,850","1.63K","0.00%"
"2015년 05월 22일","47,850","46,750","47,850","46,350","3.93M","3.24%"
"2015년 05월 21일","46,350","47,000","47,500","46,200","1.86M","-1.07%"
"2015년 05월 20일","46,850","46,500","46,900","46,400","1.78M","1.63%"
"2015년 05월 19일","46,100","45,650","46,150","45,500","1.50M","1.43%"
"2015년 05월 18일","45,450","45,100","45,450","44,400","2.19M","0.33%"
"2015년 05월 17일","45,300","45,300","45,300","45,300","0.46K","0.00%"
"2015년 05월 15일","45,300","45,750","45,950","45,200","1.16M","-0.55%"
"2015년 05월 14일","45,550","45,650","46,050","45,200","1.88M","0.66%"
"2015년 05월 13일","45,250","46,100","46,150","45,200","1.88M","-1.74%"
"2015년 05월 12일","46,050","46,300","47,250","46,000","2.36M","-0.54%"
"2015년 05월 11일","46,300","46,100","46,700","46,000","1.54M","0.76%"
"2015년 05월 10일","45,950","45,950","45,950","45,950","-","0.00%"
"2015년 05월 08일","45,950","45,300","46,300","45,050","1.67M","0.11%"
"2015년 05월 07일","45,900","44,850","46,000","44,550","2.14M","1.32%"
"2015년 05월 06일","45,300","46,300","46,350","45,000","3.20M","-3.21%"
"2015년 05월 05일","46,800","46,800","46,800","46,800","0.08K","0.00%"
"2015년 05월 04일","46,800","46,500","47,100","46,400","2.24M","1.41%"
"2015년 05월 03일","46,150","46,150","46,150","46,150","1.55K","0.00%"
"2015년 04월 30일","46,150","46,900","46,900","45,650","2.29M","-1.60%"
"2015년 04월 29일","46,900","47,050","47,400","46,300","2.32M","-0.11%"
"2015년 04월 28일","46,950","46,150","46,950","45,700","2.26M","2.51%"
"2015년 04월 27일","45,800","47,300","47,500","45,400","3.61M","-2.97%"
"2015년 04월 26일","47,200","47,200","47,200","47,200","0.28K","0.00%"
"2015년 04월 24일","47,200","46,700","47,250","46,500","4.39M","3.06%"
"2015년 04월 23일","45,800","46,400","46,800","45,650","4.99M","1.22%"
"2015년 04월 22일","45,250","45,700","46,100","45,250","3.68M","0.22%"
"2015년 04월 21일","45,150","44,600","45,500","44,250","3.26M","2.03%"
"2015년 04월 20일","44,250","44,100","44,400","43,600","2.35M","-0.67%"
"2015년 04월 19일","44,550","44,550","44,550","44,550","4.13K","0.00%"
"2015년 04월 17일","44,550","44,700","44,750","44,050","2.14M","0.11%"
"2015년 04월 16일","44,500","44,750","44,900","44,150","2.09M","0.45%"
"2015년 04월 15일","44,300","44,000","44,500","44,000","2.08M","0.68%"
"2015년 04월 14일","44,000","44,250","44,400","43,700","2.11M","-0.45%"
"2015년 04월 13일","44,200","44,400","44,500","43,800","3.34M","1.38%"
"2015년 04월 12일","43,600","43,600","43,600","43,600","0.08K","0.00%"
"2015년 04월 10일","43,600","42,850","43,800","42,700","6.50M","4.06%"
"2015년 04월 09일","41,900","42,000","42,550","41,550","5.58M","-1.64%"
"2015년 04월 08일","42,600","43,900","44,150","42,450","5.26M","-3.07%"
"2015년 04월 07일","43,950","45,000","45,050","43,500","3.68M","-1.79%"
"2015년 04월 06일","44,750","44,450","45,100","44,250","2.07M","1.24%"
"2015년 04월 05일","44,200","44,200","44,200","44,200","2.10K","0.00%"
"2015년 04월 03일","44,200","44,300","44,800","44,000","2.69M","-1.34%"
"2015년 04월 02일","44,800","44,550","45,350","44,100","3.14M","-0.44%"
"2015년 04월 01일","45,000","45,950","46,200","44,900","2.00M","-1.21%"
"2015년 03월 31일","45,550","46,300","46,350","45,450","2.39M","0.11%"
"2015년 03월 30일","45,500","46,000","46,350","45,100","2.65M","-0.66%"
"2015년 03월 29일","45,800","45,800","45,800","45,800","0.68K","0.00%"
"2015년 03월 27일","45,800","46,150","46,400","45,400","4.43M","-2.55%"
"2015년 03월 26일","47,000","47,250","47,500","46,550","4.40M","-2.69%"
"2015년 03월 25일","48,300","48,000","48,350","47,850","1.82M","0.63%"
"2015년 03월 24일","48,000","47,700","48,200","47,550","2.05M","-0.31%"
"2015년 03월 23일","48,150","47,100","48,200","47,050","3.78M","2.77%"
"2015년 03월 22일","46,850","46,850","46,850","46,850","-","0.00%"
"2015년 03월 20일","46,850","46,450","46,850","45,850","1.90M","0.97%"
"2015년 03월 19일","46,400","46,950","47,000","46,300","1.98M","0.32%"
"2015년 03월 18일","46,250","46,250","46,400","45,600","2.77M","0.00%"
"2015년 03월 17일","46,250","46,100","46,450","45,850","2.78M","0.98%"
"2015년 03월 16일","45,800","44,400","46,000","44,400","4.03M","3.85%"
"2015년 03월 15일","44,100","44,100","44,100","44,100","1.00K","0.00%"
"2015년 03월 13일","44,100","43,350","44,150","43,350","1.95M","1.97%"
"2015년 03월 12일","43,250","43,400","44,100","43,250","3.91M","-0.35%"
"2015년 03월 11일","43,400","43,500","44,000","43,150","4.49M","-1.70%"
"2015년 03월 10일","44,150","45,200","45,500","43,100","5.23M","-2.11%"
"2015년 03월 09일","45,100","45,450","45,750","44,850","3.03M","-2.38%"
"2015년 03월 08일","46,200","46,200","46,200","46,200","1.78K","0.00%"
"2015년 03월 06일","46,200","46,050","46,400","45,950","1.88M","1.54%"
"2015년 03월 05일","45,500","45,650","46,100","45,250","2.20M","-0.87%"
"2015년 03월 04일","45,900","47,300","47,300","45,700","4.04M","-2.96%"
"2015년 03월 03일","47,300","47,150","47,500","46,650","2.07M","0.96%"
"2015년 03월 02일","46,850","46,850","46,900","46,300","1.76M","0.54%"
"2015년 03월 01일","46,600","46,600","46,600","46,600","0.50K","0.00%"
"2015년 02월 27일","46,600","47,000","47,300","46,250","2.29M","-1.06%"
"2015년 02월 26일","47,100","46,750","47,200","46,450","1.93M","1.29%"
"2015년 02월 25일","46,500","47,200","47,400","46,400","2.62M","-2.31%"
"2015년 02월 24일","47,600","47,900","47,900","47,200","1.84M","0.85%"
"2015년 02월 23일","47,200","46,500","47,200","46,400","2.27M","1.61%"
"2015년 02월 17일","46,450","47,350","47,450","46,300","1.67M","-2.21%"
"2015년 02월 16일","47,500","47,550","47,550","47,200","1.53M","0.96%"
"2015년 02월 15일","47,050","47,050","47,050","47,050","-","0.00%"
"2015년 02월 13일","47,050","47,000","47,450","46,750","1.34M","0.86%"
"2015년 02월 12일","46,650","47,450","47,500","46,600","1.84M","-0.43%"
"2015년 02월 11일","46,850","45,900","47,050","45,650","3.22M","3.77%"
"2015년 02월 10일","45,150","45,250","45,800","45,050","2.25M","-0.11%"
"2015년 02월 09일","45,200","45,300","45,950","45,000","2.73M","-0.66%"
"2015년 02월 08일","45,500","45,500","45,500","45,500","-","0.00%"
"2015년 02월 06일","45,500","47,100","47,200","45,200","4.49M","-3.50%"
"2015년 02월 05일","47,150","47,300","47,400","46,300","1.88M","-0.32%"
"2015년 02월 04일","47,300","47,400","47,450","47,000","1.82M","1.28%"
"2015년 02월 03일","46,700","46,450","47,450","46,450","2.51M","0.21%"
"2015년 02월 02일","46,600","47,300","47,600","46,350","3.25M","-2.20%"
"2015년 02월 01일","47,650","47,650","47,650","47,650","-","0.00%"
"2015년 01월 30일","47,650","48,000","48,000","47,300","2.54M","0.53%"
"2015년 01월 29일","47,400","48,500","49,200","47,300","5.00M","-3.66%"
"2015년 01월 28일","49,200","49,150","49,300","48,200","2.23M","0.10%"
"2015년 01월 27일","49,150","49,350","49,350","48,800","2.21M","1.87%"
"2015년 01월 26일","48,250","47,250","48,300","47,000","1.39M","1.58%"
"2015년 01월 25일","47,500","47,500","47,500","47,500","-","0.00%"
"2015년 01월 23일","47,500","47,600","47,750","47,200","1.57M","1.06%"
"2015년 01월 22일","47,000","48,100","48,450","47,000","2.89M","-2.19%"
"2015년 01월 21일","48,050","47,500","48,200","47,400","2.15M","2.13%"
"2015년 01월 20일","47,050","47,250","47,650","46,800","2.18M","0.11%"
"2015년 01월 19일","47,000","47,500","47,950","46,800","3.13M","-0.95%"
"2015년 01월 16일","47,450","48,450","48,900","47,250","4.80M","-4.14%"
"2015년 01월 15일","49,500","48,900","49,500","48,850","1.47M","1.23%"
"2015년 01월 14일","48,900","48,900","49,850","48,850","2.17M","-0.20%"
"2015년 01월 13일","49,000","48,500","49,650","48,500","2.96M","-2.58%"
"2015년 01월 12일","50,300","50,000","50,500","49,450","1.68M","1.21%"
"2015년 01월 11일","49,700","49,700","49,700","49,700","-","0.00%"
"2015년 01월 09일","49,700","50,700","51,400","49,700","3.17M","-0.50%"
"2015년 01월 08일","49,950","48,250","50,000","47,900","4.84M","5.38%"
"2015년 01월 07일","47,400","46,700","47,600","46,700","1.82M","-0.21%"
"2015년 01월 06일","47,500","47,000","47,600","46,900","1.66M","-0.31%"
"2015년 01월 05일","47,650","48,050","48,400","47,500","1.40M","-0.21%"
"2015년 01월 04일","47,750","47,750","47,750","47,750","-","0.00%"
"2015년 01월 02일","47,750","47,950","48,400","47,650","966.33K","0.00%"
"2015년 01월 01일","47,750","47,750","47,750","47,750","-","0.00%"
"2014년 12월 30일","47,750","48,300","48,500","47,500","1.16M","-0.62%"
"2014년 12월 29일","48,050","47,100","48,500","47,000","1.74M","2.23%"
"2014년 12월 28일","47,000","47,000","47,000","47,000","-","0.00%"
"2014년 12월 26일","47,000","47,600","47,800","47,000","1.44M","-1.67%"
"2014년 12월 24일","47,800","47,100","47,850","47,100","841.10K","0.74%"
"2014년 12월 23일","47,450","48,050","48,500","47,300","1.17M","-1.66%"
"2014년 12월 22일","48,250","48,000","48,500","47,100","1.16M","-0.52%"
"2014년 12월 21일","48,500","48,500","48,500","48,500","-","0.00%"
"2014년 12월 19일","48,500","48,500","48,900","48,300","1.86M","1.68%"
"2014년 12월 18일","47,700","47,600","47,700","47,000","1.46M","2.14%"
"2014년 12월 17일","46,700","46,500","47,150","46,500","1.64M","0.43%"
"2014년 12월 16일","46,500","47,150","47,300","45,900","2.48M","-2.41%"
"2014년 12월 15일","47,650","47,100","47,850","46,950","1.18M","0.21%"
"2014년 12월 14일","47,550","47,550","47,550","47,550","-","0.00%"
"2014년 12월 12일","47,550","47,300","47,700","47,000","1.60M","0.74%"
"2014년 12월 11일","47,200","48,300","48,400","47,100","2.67M","-3.38%"
"2014년 12월 10일","48,850","49,100","49,600","48,550","1.57M","-1.21%"
"2014년 12월 09일","49,450","48,800","49,950","48,550","2.77M","1.64%"
"2014년 12월 08일","48,650","49,000","49,200","48,500","2.15M","0.62%"
"2014년 12월 05일","48,350","48,800","49,150","48,100","1.27M","-0.72%"
"2014년 12월 04일","48,700","48,600","48,800","48,150","1.44M","1.35%"
"2014년 12월 03일","48,050","48,300","48,500","47,750","1.20M","0.73%"
"2014년 12월 02일","47,700","47,850","48,000","47,300","1.03M","-0.52%"
"2014년 12월 01일","47,950","48,050","48,500","47,800","1.36M","-0.21%"
"2014년 11월 30일","48,050","48,050","48,050","48,050","-","0.00%"
"2014년 11월 28일","48,050","48,050","48,600","47,700","1.13M","0.42%"
"2014년 11월 27일","47,850","48,700","48,700","47,650","1.54M","-1.54%"
"2014년 11월 26일","48,600","48,600","48,700","48,100","910.16K","0.21%"
"2014년 11월 25일","48,500","48,400","48,800","47,800","2.66M","2.97%"
"2014년 11월 24일","47,100","47,250","47,300","46,800","1.41M","1.40%"
"2014년 11월 23일","46,450","46,450","46,450","46,450","-","0.00%"
"2014년 11월 21일","46,450","47,450","47,500","46,000","1.84M","-1.69%"
"2014년 11월 20일","47,250","47,000","47,350","46,700","1.10M","0.21%"
"2014년 11월 19일","47,150","47,400","47,500","46,900","1.81M","1.62%"
"2014년 11월 18일","46,400","46,500","47,150","46,000","2.76M","1.09%"
"2014년 11월 17일","45,900","49,200","49,350","45,700","5.45M","-6.71%"
"2014년 11월 16일","49,200","49,200","49,200","49,200","-","0.00%"
"2014년 11월 14일","49,200","48,500","49,200","47,900","2.01M","2.29%"
"2014년 11월 13일","48,100","48,350","48,350","47,600","1.42M","0.00%"
"2014년 11월 12일","48,100","47,900","48,300","47,300","1.96M","1.05%"
"2014년 11월 11일","47,600","48,000","48,000","47,200","1.55M","0.11%"
"2014년 11월 10일","47,550","47,500","48,100","47,450","1.57M","0.32%"
"2014년 11월 09일","47,400","47,400","47,400","47,400","-","0.00%"
"2014년 11월 07일","47,400","47,950","47,950","47,000","1.62M","-1.15%"
"2014년 11월 06일","47,950","47,750","48,200","47,550","1.55M","1.59%"
"2014년 11월 05일","47,200","47,850","47,950","46,900","1.61M","-0.53%"
"2014년 11월 04일","47,450","48,300","48,300","47,000","1.87M","-1.25%"
"2014년 11월 03일","48,050","48,000","48,250","47,600","2.38M","1.26%"
"2014년 11월 02일","47,450","47,450","47,450","47,450","-","0.00%"
"2014년 10월 31일","47,450","47,550","47,550","46,900","2.50M","0.53%"
"2014년 10월 30일","47,200","47,300","47,450","46,400","2.92M","0.43%"
"2014년 10월 29일","47,000","46,350","47,000","45,800","2.63M","2.17%"
"2014년 10월 28일","46,000","45,150","46,100","45,000","2.82M","3.14%"
"2014년 10월 27일","44,600","45,800","45,900","44,400","1.72M","-1.55%"
"2014년 10월 26일","45,300","45,300","45,300","45,300","-","0.00%"
"2014년 10월 24일","45,300","46,450","46,500","45,050","2.20M","-0.44%"
"2014년 10월 23일","45,500","46,300","46,800","45,500","1.81M","-1.73%"
"2014년 10월 22일","46,300","46,250","46,700","45,900","2.42M","2.32%"
"2014년 10월 21일","45,250","45,050","46,000","44,650","2.00M","0.78%"
"2014년 10월 20일","44,900","44,100","45,050","43,550","1.78M","1.81%"
"2014년 10월 19일","44,100","44,100","44,100","44,100","-","0.00%"
"2014년 10월 17일","44,100","45,000","45,750","43,650","2.76M","-2.22%"
"2014년 10월 16일","45,100","43,500","45,200","43,450","3.40M","3.92%"
"2014년 10월 15일","43,400","43,200","44,000","43,000","2.36M","0.23%"
"2014년 10월 14일","43,300","41,750","43,450","41,550","2.94M","3.84%"
"2014년 10월 13일","41,700","40,350","42,150","40,300","4.35M","-1.18%"
"2014년 10월 12일","42,200","42,200","42,200","42,200","-","0.00%"
"2014년 10월 10일","42,200","42,050","42,950","41,850","4.62M","-4.42%"
"2014년 10월 09일","44,150","44,150","44,150","44,150","-","0.00%"
"2014년 10월 08일","44,150","44,500","44,850","43,600","2.04M","-1.23%"
"2014년 10월 07일","44,700","44,500","45,350","42,950","5.64M","0.00%"
"2014년 10월 06일","44,700","47,850","47,850","43,250","7.26M","-5.10%"
"2014년 10월 05일","47,100","47,100","47,100","47,100","-","0.00%"
"2014년 10월 02일","47,100","46,000","47,300","45,700","2.95M","1.51%"
"2014년 10월 01일","46,400","46,750","47,200","46,000","2.09M","-0.75%"
"2014년 09월 30일","46,750","46,900","47,300","46,250","2.98M","-0.85%"
"2014년 09월 29일","47,150","46,500","47,450","46,350","4.89M","3.40%"
"2014년 09월 28일","45,600","45,600","45,600","45,600","-","0.00%"
"2014년 09월 26일","45,600","44,500","45,800","44,300","3.15M","2.24%"
"2014년 09월 25일","44,600","44,400","45,450","44,350","3.21M","0.90%"
"2014년 09월 24일","44,200","42,550","44,400","42,500","3.92M","4.00%"
"2014년 09월 23일","42,500","42,900","43,550","42,500","2.20M","-1.73%"
"2014년 09월 22일","43,250","43,550","43,700","42,850","1.47M","-1.70%"
"2014년 09월 21일","44,000","44,000","44,000","44,000","-","0.00%"
"2014년 09월 19일","44,000","43,400","44,200","43,200","2.54M","2.56%"
"2014년 09월 18일","42,900","43,800","44,100","42,800","1.74M","-2.72%"
"2014년 09월 17일","44,100","43,850","44,450","43,650","2.57M","1.38%"
"2014년 09월 16일","43,500","42,300","43,600","42,300","2.24M","1.64%"
"2014년 09월 15일","42,800","44,300","44,400","42,800","2.36M","-3.82%"
"2014년 09월 14일","44,500","44,500","44,500","44,500","-","0.00%"
"2014년 09월 12일","44,500","44,200","44,550","44,050","1.44M","1.48%"
"2014년 09월 11일","43,850","45,700","45,700","43,850","5.70M","1.50%"
"2014년 09월 10일","43,200","43,200","43,200","43,200","-","0.00%"
"2014년 09월 05일","43,200","42,600","43,300","42,500","3.06M","2.73%"
"2014년 09월 04일","42,050","42,450","42,850","41,950","3.73M","0.60%"
"2014년 09월 03일","41,800","43,450","43,750","41,700","8.11M","-5.11%"
"2014년 09월 02일","44,050","44,700","44,950","43,850","2.17M","-1.01%"
"2014년 09월 01일","44,500","45,700","45,800","44,500","1.86M","-1.98%"
"2014년 08월 31일","45,400","45,400","45,400","45,400","-","0.00%"
"2014년 08월 29일","45,400","45,100","45,700","45,000","2.16M","-0.44%"
"2014년 08월 28일","45,600","45,600","45,650","44,400","3.51M","0.55%"
"2014년 08월 27일","45,350","46,700","47,000","45,150","3.85M","-2.89%"
"2014년 08월 26일","46,700","47,150","47,300","46,550","2.10M","-0.95%"
"2014년 08월 25일","47,150","45,850","47,300","45,700","2.98M","2.61%"
"2014년 08월 24일","45,950","45,950","45,950","45,950","-","0.00%"
"2014년 08월 22일","45,950","46,700","46,750","45,350","2.72M","0.22%"
"2014년 08월 21일","45,850","45,800","46,350","45,400","4.68M","1.10%"
"2014년 08월 20일","45,350","44,150","45,350","44,100","3.76M","3.54%"
"2014년 08월 19일","43,800","44,250","44,550","43,800","2.93M","-0.11%"
"2014년 08월 18일","43,850","44,400","44,400","43,650","2.74M","0.69%"
"2014년 08월 17일","43,550","43,550","43,550","43,550","-","0.00%"
"2014년 08월 14일","43,550","44,500","44,800","43,200","3.79M","-0.80%"
"2014년 08월 13일","43,900","43,600","44,450","43,500","3.84M","1.50%"
"2014년 08월 12일","43,250","45,000","45,150","43,050","5.22M","-3.89%"
"2014년 08월 11일","45,000","44,900","45,550","44,500","3.00M","1.81%"
"2014년 08월 10일","44,200","44,200","44,200","44,200","-","0.00%"
"2014년 08월 08일","44,200","44,500","45,000","43,500","6.17M","-2.21%"
"2014년 08월 07일","45,200","45,700","46,100","44,650","3.84M","-0.44%"
"2014년 08월 06일","45,400","46,750","46,800","45,050","5.40M","-4.02%"
"2014년 08월 05일","47,300","48,250","48,300","46,500","3.40M","-1.15%"
"2014년 08월 04일","47,850","46,400","47,900","46,350","3.22M","3.35%"
"2014년 08월 03일","46,300","46,300","46,300","46,300","-","0.00%"
"2014년 08월 01일","46,300","44,100","46,400","44,000","4.85M","1.87%"
"2014년 07월 31일","45,450","46,050","46,500","45,100","5.53M","-2.78%"
"2014년 07월 30일","46,750","45,000","46,750","45,000","6.13M","5.29%"
"2014년 07월 29일","44,400","45,200","45,700","44,400","8.47M","-4.62%"
"2014년 07월 28일","46,550","47,450","47,950","46,400","4.92M","-2.00%"
"2014년 07월 27일","47,500","47,500","47,500","47,500","-","0.00%"
"2014년 07월 25일","47,500","47,800","48,300","47,200","4.38M","-0.11%"
"2014년 07월 24일","47,550","49,650","49,700","47,450","7.72M","-3.84%"
"2014년 07월 23일","49,450","50,900","51,000","49,400","2.84M","-3.04%"
"2014년 07월 22일","51,000","50,100","51,000","49,650","2.32M","0.99%"
"2014년 07월 21일","50,500","51,300","51,700","50,300","1.62M","-0.59%"
"2014년 07월 20일","50,800","50,800","50,800","50,800","-","0.00%"
"2014년 07월 18일","50,800","50,200","51,100","49,900","2.33M","-1.36%"
"2014년 07월 17일","51,500","51,600","52,400","51,300","3.61M","0.98%"
"2014년 07월 16일","51,000","50,000","51,000","49,900","2.31M","2.51%"
"2014년 07월 15일","49,750","50,300","50,400","49,550","1.76M","0.81%"
"2014년 07월 14일","49,350","49,250","50,200","49,100","2.07M","0.82%"
"2014년 07월 13일","48,950","48,950","48,950","48,950","-","0.00%"
"2014년 07월 11일","48,950","48,950","49,250","48,350","2.43M","-0.71%"
"2014년 07월 10일","49,300","49,750","50,300","49,300","2.64M","-0.90%"
"2014년 07월 09일","49,750","51,500","51,500","49,600","4.89M","-4.14%"
"2014년 07월 08일","51,900","51,300","52,000","51,100","2.19M","0.58%"
"2014년 07월 07일","51,600","50,400","51,700","49,900","2.21M","2.38%"
"2014년 07월 06일","50,400","50,400","50,400","50,400","-","0.00%"
"2014년 07월 04일","50,400","51,000","51,000","49,550","2.25M","-0.98%"
"2014년 07월 03일","50,900","50,700","51,000","50,200","2.67M","0.99%"
"2014년 07월 02일","50,400","49,150","50,500","49,000","4.29M","4.02%"
"2014년 07월 01일","48,450","49,450","49,450","48,400","2.61M","-0.21%"
"2014년 06월 30일","48,550","47,900","48,750","47,850","2.92M","2.21%"
"2014년 06월 29일","47,500","47,500","47,500","47,500","-","0.00%"
"2014년 06월 27일","47,500","48,350","48,500","47,500","4.05M","-2.56%"
"2014년 06월 26일","48,750","50,300","50,600","48,050","4.32M","-2.11%"
"2014년 06월 25일","49,800","50,200","50,900","49,600","2.36M","-0.99%"
"2014년 06월 24일","50,300","49,000","50,300","48,950","3.48M","2.86%"
"2014년 06월 23일","48,900","49,250","49,700","48,250","3.26M","-1.01%"
"2014년 06월 22일","49,400","49,400","49,400","49,400","-","0.00%"
"2014년 06월 20일","49,400","50,900","50,900","49,100","3.78M","-2.56%"
"2014년 06월 19일","50,700","49,850","50,700","49,700","3.54M","3.47%"
"2014년 06월 18일","49,000","49,400","49,700","48,850","4.34M","-0.71%"
"2014년 06월 17일","49,350","49,000","49,850","48,850","2.95M","2.07%"
"2014년 06월 16일","48,350","46,600","48,550","46,400","2.31M","2.76%"
"2014년 06월 15일","47,050","47,050","47,050","47,050","-","0.00%"
"2014년 06월 13일","47,050","47,000","47,200","46,400","2.03M","-0.74%"
"2014년 06월 12일","47,400","48,000","48,450","46,850","3.53M","0.85%"
"2014년 06월 11일","47,000","47,550","47,950","46,750","2.70M","-0.74%"
"2014년 06월 10일","47,350","46,600","47,350","46,500","2.17M","2.71%"
"2014년 06월 09일","46,100","47,000","47,450","46,000","4.01M","-0.75%"
"2014년 06월 08일","46,450","46,450","46,450","46,450","-","0.00%"
"2014년 06월 05일","46,450","45,300","46,450","44,850","3.86M","4.03%"
"2014년 06월 04일","44,650","44,650","44,650","44,650","-","0.00%"
"2014년 06월 03일","44,650","44,250","45,050","44,000","2.44M","-0.11%"
"2014년 06월 02일","44,700","44,200","45,200","44,150","2.58M","1.25%"
"2014년 06월 01일","44,150","44,150","44,150","44,150","-","0.00%"
"2014년 05월 30일","44,150","42,600","44,150","42,600","5.58M","3.64%"
"2014년 05월 29일","42,600","42,700","42,900","42,450","2.39M","0.00%"
"2014년 05월 28일","42,600","42,750","42,750","42,400","2.13M","0.95%"
"2014년 05월 27일","42,200","42,600","42,650","42,050","1.19M","-0.47%"
"2014년 05월 26일","42,400","42,600","42,750","42,350","1.33M","0.12%"
"2014년 05월 25일","42,350","42,350","42,350","42,350","-","0.00%"
"2014년 05월 23일","42,350","42,300","42,500","41,950","2.09M","-0.12%"
"2014년 05월 22일","42,400","42,400","42,750","42,150","2.31M","1.19%"
"2014년 05월 21일","41,900","41,950","42,250","41,650","1.50M","-0.24%"
"2014년 05월 20일","42,000","41,100","42,000","41,100","2.66M","2.69%"
"2014년 05월 19일","40,900","42,000","42,150","40,750","3.43M","-3.20%"
"2014년 05월 18일","42,250","42,250","42,250","42,250","-","0.00%"
"2014년 05월 16일","42,250","42,000","42,300","41,800","1.79M","0.60%"
"2014년 05월 15일","42,000","41,850","42,100","41,600","1.75M","-0.24%"
"2014년 05월 14일","42,100","42,200","42,200","41,750","2.79M","0.96%"
"2014년 05월 13일","41,700","41,850","42,000","41,700","2.57M","0.72%"
"2014년 05월 12일","41,400","40,900","41,600","40,900","1.98M","0.61%"
"2014년 05월 11일","41,150","41,150","41,150","41,150","-","0.00%"
"2014년 05월 09일","41,150","40,950","41,200","40,250","2.26M","1.23%"
"2014년 05월 08일","40,650","41,450","41,450","40,550","2.22M","-1.09%"
"2014년 05월 07일","41,100","41,000","41,350","40,900","2.56M","1.11%"
"2014년 05월 06일","40,650","40,650","40,650","40,650","-","0.00%"
"2014년 05월 02일","40,650","41,200","41,350","40,550","3.36M","1.25%"
"2014년 05월 01일","40,150","40,150","40,150","40,150","-","0.00%"
"2014년 04월 30일","40,150","39,700","40,300","39,650","2.28M","1.13%"
"2014년 04월 29일","39,700","40,250","40,500","39,600","2.77M","-1.98%"
"2014년 04월 28일","40,500","40,450","40,800","39,900","2.96M","-0.61%"
"2014년 04월 27일","40,750","40,750","40,750","40,750","-","0.00%"
"2014년 04월 25일","40,750","41,100","41,350","40,650","3.41M","-0.37%"
"2014년 04월 24일","40,900","40,850","40,900","40,150","4.19M","0.37%"
"2014년 04월 23일","40,750","40,200","40,850","40,050","6.29M","2.39%"
"2014년 04월 22일","39,800","39,900","40,050","39,750","4.42M","1.02%"
"2014년 04월 21일","39,400","39,300","39,500","39,000","1.99M","0.51%"
"2014년 04월 20일","39,200","39,200","39,200","39,200","-","0.00%"
"2014년 04월 18일","39,200","39,400","39,550","38,900","6.21M","3.02%"
